,ISBN,Category
23200,815160445,Medical Books
23201,1864620021,Humor & Entertainment
23202,941599957,Medical Books
23203,1591452295,Christian Books & Bibles
23204,1455722804,Medical Books
23205,375837981,Children's Books
23206,822213672,Literature & Fiction
23207,1586483188,Biographies & Memoirs
23208,674598555,History
23209,1557837368,Humor & Entertainment
23210,764142925,"Crafts, Hobbies & Home"
23211,160459716X,Christian Books & Bibles
23212,1442488484,Children's Books
23213,B00GJ6L8TQ,Literature & Fiction
23214,1605476366,Medical Books
23215,898701171,Literature & Fiction
23216,794842151,"Crafts, Hobbies & Home"
23217,047029406X,Business & Money
23218,143127691,"Cookbooks, Food & Wine"
23219,71835466,Science & Math
23220,1606234404,"Health, Fitness & Dieting"
23221,1607104415,Humor & Entertainment
23222,873493346,"Crafts, Hobbies & Home"
23223,738214620,"Cookbooks, Food & Wine"
23224,1592281923,"Crafts, Hobbies & Home"
23225,321278542,Computers & Technology
23226,521873851,Computers & Technology
23227,789472570,Children's Books
23228,2213031312,History
23229,865715408,Biographies & Memoirs
23230,014250162X,Children's Books
23231,162914181X,"Cookbooks, Food & Wine"
23232,199342482,Biographies & Memoirs
23233,993826024,Business & Money
23234,873494091,"Crafts, Hobbies & Home"
23235,085131905X,"Crafts, Hobbies & Home"
23236,316213608,Humor & Entertainment
23237,312253044,Literature & Fiction
23238,1466297360,Romance
23239,1594740666,Science Fiction & Fantasy
23240,811842541,"Crafts, Hobbies & Home"
23241,1476746419,Romance
23242,1844438511,Children's Books
23243,978902254,Sports & Outdoors
23244,1477302549,Arts & Photography
23245,450029034,History
23246,155152581X,Literature & Fiction
23247,735675430,Computers & Technology
23248,1451118066,Medical Books
23249,1449465242,Calendars
23250,1452137358,Children's Books
23251,313361177,History
23252,1452110883,Arts & Photography
23253,1930367538,Teen & Young Adult
23254,979554608,Arts & Photography
23255,1514800616,Science Fiction & Fantasy
23256,1575040212,Science & Math
23257,B008UYJM6Q,"Health, Fitness & Dieting"
23258,387853588,Science & Math
23259,1402213190,Humor & Entertainment
23260,1936061759,"Crafts, Hobbies & Home"
23261,159714097X,Arts & Photography
23262,764147986,Test Preparation
23263,1600063063,Christian Books & Bibles
23264,316997668,History
23265,226672883,Politics & Social Sciences
23266,013100218X,Science & Math
23267,778720837,Children's Books
23268,307636682,Sports & Outdoors
23269,1785310291,Sports & Outdoors
23270,226075745,Science & Math
23271,1603865691,Christian Books & Bibles
23272,60287934,Children's Books
23273,1591432138,Religion & Spirituality
23274,B00FZY4ZFC,Romance
23275,789479354,Children's Books
23276,1626811849,Biographies & Memoirs
23277,385754930,Children's Books
23278,787979155,Religion & Spirituality
23279,081171666X,History
23280,1601061609,Humor & Entertainment
23281,73386154,Humor & Entertainment
23282,824518292,Religion & Spirituality
23283,123971608,Science & Math
23284,1451627823,Sports & Outdoors
23285,1481405950,Teen & Young Adult
23286,1418426040,Parenting & Relationships
23287,981531660,Computers & Technology
23288,393051773,"Cookbooks, Food & Wine"
23289,3869300426,Arts & Photography
23290,61235989,Children's Books
23291,1908966777,Arts & Photography
23292,73386162,Humor & Entertainment
23293,1440568553,"Cookbooks, Food & Wine"
23294,1632162466,Teen & Young Adult
23295,73327158,Christian Books & Bibles
23296,1565793846,Sports & Outdoors
23297,314286659,Law
23298,765367378,Science Fiction & Fantasy
23299,1580497659,Reference
23300,B0040CDK92,"Crafts, Hobbies & Home"
23301,192670018X,Politics & Social Sciences
23302,307952967,Parenting & Relationships
23303,1614310149,Law
23304,057370046X,Humor & Entertainment
23305,62248685,History
23306,195173252,History
23307,160239332X,Biographies & Memoirs
23308,764544136,"Cookbooks, Food & Wine"
23309,013375426X,Reference
23310,1435244567,Teen & Young Adult
23311,1452113521,"Health, Fitness & Dieting"
23312,525427414,Medical Books
23313,1939062713,Romance
23314,980036305,"Health, Fitness & Dieting"
23315,1783988983,Computers & Technology
23316,185486274X,Computers & Technology
23317,1598571133,Biographies & Memoirs
23318,8480193301,Sports & Outdoors
23319,1118919017,Business & Money
23320,801985803,Engineering & Transportation
23321,1785700707,History
23322,945397577,Sports & Outdoors
23323,810946033,Arts & Photography
23324,781753449,Medical Books
23325,877796440,Reference
23326,1607748304,Comics & Graphic Novels
23327,62436422,"Crafts, Hobbies & Home"
23328,1595829547,Comics & Graphic Novels
23329,439203074,Children's Books
23330,671536095,Humor & Entertainment
23331,1449432999,Calendars
23332,323068871,Engineering & Transportation
23333,891347623,Arts & Photography
23334,1400078857,History
23335,B003WUYBY6,Teen & Young Adult
23336,1586637576,Sports & Outdoors
23337,1118558766,Business & Money
23338,1932645705,Christian Books & Bibles
23339,143514600X,Literature & Fiction
23340,1593095287,"Mystery, Thriller & Suspense"
23341,78110939,Business & Money
23342,314156399,Law
23343,1137455144,Religion & Spirituality
23344,415350778,Business & Money
23345,618181814,Children's Books
23346,887405568,"Crafts, Hobbies & Home"
23347,1107513472,Computers & Technology
23348,62417185,Religion & Spirituality
23349,1608462471,Business & Money
23350,1581803591,Arts & Photography
23351,872208265,Religion & Spirituality
23352,853035199,Literature & Fiction
23353,1843101572,Parenting & Relationships
23354,230341292,History
23355,1101884819,Romance
23356,62096060,Biographies & Memoirs
23357,425276686,Romance
23358,1420078526,Medical Books
23359,3836555409,Humor & Entertainment
23360,B00DWWEKAE,"Health, Fitness & Dieting"
23361,64451828,Science & Math
23362,415404347,Self-Help
23363,1423477758,Humor & Entertainment
23364,8420681865,Science & Math
23365,1496115074,Computers & Technology
23366,1612285740,Teen & Young Adult
23367,1781570051,Comics & Graphic Novels
23368,1516945670,Test Preparation
23369,373283393,Romance
23370,B0059WD5LU,Test Preparation
23371,1442256281,Sports & Outdoors
23372,262526581,Politics & Social Sciences
23373,1561796727,Parenting & Relationships
23374,1844769496,"Cookbooks, Food & Wine"
23375,1440327068,Children's Books
23376,1133600581,Medical Books
23377,156577146X,Science & Math
23378,965860000,"Health, Fitness & Dieting"
23379,1511979747,Business & Money
23380,1472805674,History
23381,123809185,Computers & Technology
23382,307887170,Computers & Technology
23383,671708821,Self-Help
23384,936070463,"Health, Fitness & Dieting"
23385,521520355,Politics & Social Sciences
23386,1285184483,Business & Money
23387,892815523,Religion & Spirituality
23388,161689430X,Arts & Photography
23389,080479250X,Business & Money
23390,1578633826,Religion & Spirituality
23391,1578067146,Sports & Outdoors
23392,007802563X,Business & Money
23393,451211243,Science Fiction & Fantasy
23394,1507639511,Sports & Outdoors
23395,1605540862,Parenting & Relationships
23396,822534355,Children's Books
23397,306813394,"Health, Fitness & Dieting"
23398,8480864311,Medical Books
23399,692344810,"Health, Fitness & Dieting"
23400,310742358,Teen & Young Adult
23401,830813284,"Health, Fitness & Dieting"
23402,748408673,Medical Books
23403,521597137,Law
23404,061865898X,Sports & Outdoors
23405,1451187912,Medical Books
23406,B0091K3XS6,Science & Math
23407,1138887307,Medical Books
23408,1608192687,Sports & Outdoors
23409,1606994409,Comics & Graphic Novels
23410,620057718,History
23411,470498862,Business & Money
23412,30367778,Children's Books
23413,470879386,Arts & Photography
23414,393240185,Reference
23415,375851372,Children's Books
23416,131164635,Teen & Young Adult
23417,1857826043,History
23418,1576109232,Computers & Technology
23419,323113400,Medical Books
23420,1595829148,Comics & Graphic Novels
23421,1893858715,Test Preparation
23422,1483369250,Medical Books
23423,1936876353,Science Fiction & Fantasy
23424,446563102,Science Fiction & Fantasy
23425,615972535,Romance
23426,814431631,Business & Money
23427,B00X9T97EE,Religion & Spirituality
23428,1476706948,Romance
23429,1558597840,"Crafts, Hobbies & Home"
23430,722503776,"Health, Fitness & Dieting"
23431,1118816838,Business & Money
23432,786464992,Literature & Fiction
23433,041587923X,Politics & Social Sciences
23434,78025370,Business & Money
23435,253014476,Christian Books & Bibles
23436,451531191,Literature & Fiction
23437,988616114,Politics & Social Sciences
23438,340945818,Medical Books
23439,038553633X,Business & Money
23440,761169199,Literature & Fiction
23441,081224477X,"Cookbooks, Food & Wine"
23442,1517421675,"Cookbooks, Food & Wine"
23443,3540221492,Business & Money
23444,953221385,"Health, Fitness & Dieting"
23445,820451304,Humor & Entertainment
23446,1577650026,Children's Books
23447,1454837616,Law
23448,071464790X,History
23449,B005081DY4,"Health, Fitness & Dieting"
23450,1558967478,Religion & Spirituality
23451,1118177657,Computers & Technology
23452,1579908802,"Crafts, Hobbies & Home"
23453,1623200172,Business & Money
23454,812109708,Medical Books
23455,1784398284,Computers & Technology
23456,158115674X,Business & Money
23457,1842297406,Children's Books
23458,448463326,Children's Books
23459,1608463990,Law
23460,763664235,Children's Books
23461,471292753,"Cookbooks, Food & Wine"
23462,1570232512,Business & Money
23463,B006P3D1EI,Law
23464,159749299X,Computers & Technology
23465,1556439377,Medical Books
23466,736917829,Children's Books
23467,1566700752,Medical Books
23468,1517774217,Law
23469,8171821227,"Health, Fitness & Dieting"
23470,140317511X,Religion & Spirituality
23471,375713751,Literature & Fiction
23472,1910771163,Arts & Photography
23473,1882883934,Medical Books
23474,1107043050,Computers & Technology
23475,1906144656,Law
23476,1608680142,Religion & Spirituality
23477,1163199516,Literature & Fiction
23478,842305955,Arts & Photography
23479,1934030295,Sports & Outdoors
23480,310330297,Religion & Spirituality
23481,1573225843,Biographies & Memoirs
23482,822225115,Literature & Fiction
23483,618619550,Politics & Social Sciences
23484,306472627,Science & Math
23485,1631405071,Comics & Graphic Novels
23486,1618654667,Test Preparation
23487,811201813,Literature & Fiction
23488,1607749610,Humor & Entertainment
23489,1921948779,Business & Money
23490,838502539,Medical Books
23491,760349800,Engineering & Transportation
23492,809282518,"Cookbooks, Food & Wine"
23493,275933806,Engineering & Transportation
23494,1934287113,Humor & Entertainment
23495,62267922,Romance
23496,195135350,Law
23497,700619356,History
23498,B000V7YYXQ,Religion & Spirituality
23499,1440243352,Reference
23500,323082203,Medical Books
23501,1617734659,Romance
23502,144242768X,Children's Books
23503,1481966294,"Health, Fitness & Dieting"
23504,738701920,Religion & Spirituality
23505,1455526983,Romance
23506,1936649446,Romance
23507,470484284,Computers & Technology
23508,307958825,Biographies & Memoirs
23509,756644399,Children's Books
23510,963222309,"Health, Fitness & Dieting"
23511,737758260,Teen & Young Adult
23512,801861101,Law
23513,110743940X,Science & Math
23514,805094458,"Health, Fitness & Dieting"
23515,156027496,Literature & Fiction
23516,394470206,Politics & Social Sciences
23517,226514692,Science & Math
23518,1610977580,Christian Books & Bibles
23519,1554691419,Children's Books
23520,323073581,Medical Books
23521,312375840,Romance
23522,439046033,Science & Math
23523,814417876,Business & Money
23524,1904788432,Engineering & Transportation
23525,1874105448,Engineering & Transportation
23526,316076155,Comics & Graphic Novels
23527,521497892,Science & Math
23528,1850972028,Medical Books
23529,849944376,Christian Books & Bibles
23530,1586420895,Biographies & Memoirs
23531,4789014444,Reference
23532,471511854,Engineering & Transportation
23533,B00UUKRVLQ,"Cookbooks, Food & Wine"
23534,756658063,Children's Books
23535,892968850,Christian Books & Bibles
23536,914171690,Business & Money
23537,754816664,"Crafts, Hobbies & Home"
23538,1590363329,Children's Books
23539,B00071AMC8,"Health, Fitness & Dieting"
23540,307588254,Religion & Spirituality
23541,1611634083,Law
23542,71372164,Engineering & Transportation
23543,151230266X,"Cookbooks, Food & Wine"
23544,1440449864,Self-Help
23545,399536981,"Mystery, Thriller & Suspense"
23546,738606960,Test Preparation
23547,3832732748,Arts & Photography
23548,1600786618,Reference
23549,275962946,History
23550,307351424,"Cookbooks, Food & Wine"
23551,1449465005,Christian Books & Bibles
23552,71497080,"Health, Fitness & Dieting"
23553,73534323,Reference
23554,226672980,Politics & Social Sciences
23555,193397947X,Parenting & Relationships
23556,1503278190,Literature & Fiction
23557,939680351,Christian Books & Bibles
23558,1480396818,Literature & Fiction
23559,736864784,Children's Books
23560,032182623X,Science & Math
23561,1883725186,"Health, Fitness & Dieting"
23562,826219462,Politics & Social Sciences
23563,129064148X,Politics & Social Sciences
23564,9679963330,Christian Books & Bibles
23565,1632151022,Comics & Graphic Novels
23566,1500898112,Computers & Technology
23567,786965606,Science Fiction & Fantasy
23568,1170440789,Religion & Spirituality
23569,679720200,Literature & Fiction
23570,150554615X,"Cookbooks, Food & Wine"
23571,393707261,Medical Books
23572,159255797X,Christian Books & Bibles
23573,813025931,Biographies & Memoirs
23574,1107061237,History
23575,1599410028,Law
23576,192763490,Humor & Entertainment
23577,1419716204,Arts & Photography
23578,446557684,"Health, Fitness & Dieting"
23579,1500529346,"Health, Fitness & Dieting"
23580,789330016,Calendars
23581,683066846,Medical Books
23582,62369652,Teen & Young Adult
23583,190231084,Christian Books & Bibles
23584,1601622597,Literature & Fiction
23585,1454809280,Law
23586,1904439470,Sports & Outdoors
23587,190222670,Law
23588,716756188,Science & Math
23589,1423204204,Reference
23590,1454859113,Law
23591,1285093283,Computers & Technology
23592,1451681755,"Mystery, Thriller & Suspense"
23593,375703861,"Mystery, Thriller & Suspense"
23594,1511871385,Romance
23595,147671522X,Science Fiction & Fantasy
23596,739866974,Test Preparation
23597,1599904454,Teen & Young Adult
23598,393937275,History
23599,140271274X,Children's Books
23600,1439150036,Romance
23601,111817304X,Business & Money
23602,1412856744,Medical Books
23603,1574320246,"Crafts, Hobbies & Home"
23604,055351153X,Teen & Young Adult
23605,764209159,Romance
23606,1935759183,"Health, Fitness & Dieting"
23607,1582704317,Teen & Young Adult
23608,1451675755,Biographies & Memoirs
23609,889954704,Teen & Young Adult
23610,987095625,Romance
23611,1593275439,Humor & Entertainment
23612,691170010,History
23613,177041262X,Humor & Entertainment
23614,765330040,Literature & Fiction
23615,865166226,Reference
23616,037596679X,Children's Books
23617,990492303,Biographies & Memoirs
23618,521187443,Law
23619,851512410,Christian Books & Bibles
23620,015205300X,Teen & Young Adult
23621,1438425406,Biographies & Memoirs
23622,132913089,Medical Books
23623,1597776203,"Mystery, Thriller & Suspense"
23624,996323112,Romance
23625,1595347518,"Cookbooks, Food & Wine"
23626,316113514,Medical Books
23627,1451626010,Romance
23628,1433503204,Politics & Social Sciences
23629,1581102232,Medical Books
23630,60938196,"Health, Fitness & Dieting"
23631,1438001991,"Crafts, Hobbies & Home"
23632,1514202824,Sports & Outdoors
23633,859537811,Children's Books
23634,142403997,Children's Books
23635,385300298,"Health, Fitness & Dieting"
23636,801014832,Christian Books & Bibles
23637,613520297,Teen & Young Adult
23638,1592856985,Self-Help
23639,73510882,Engineering & Transportation
23640,823938433,Children's Books
23641,1466412526,Business & Money
23642,935902279,"Health, Fitness & Dieting"
23643,161767057X,Reference
23644,1903806054,Parenting & Relationships
23645,013319552X,Children's Books
23646,193351289X,Business & Money
23647,161039352X,Medical Books
23648,1569756589,Reference
23649,393911543,History
23650,806525886,Teen & Young Adult
23651,696213443,"Cookbooks, Food & Wine"
23652,307930092,Children's Books
23653,1577319575,"Crafts, Hobbies & Home"
23654,195132718,Science & Math
23655,849313082,Medical Books
23656,149930319X,Science & Math
23657,8185787123,"Health, Fitness & Dieting"
23658,1930900708,Children's Books
23659,1781847010,Romance
23660,786428392,History
23661,B00LIXI3S4,Christian Books & Bibles
23662,1570672970,"Health, Fitness & Dieting"
23663,158240612X,Comics & Graphic Novels
23664,094549744X,Religion & Spirituality
23665,735562407,Law
23666,1887726012,Science Fiction & Fantasy
23667,843180897,Humor & Entertainment
23668,199338264,Politics & Social Sciences
23669,134032268,Arts & Photography
23670,1935690442,"Cookbooks, Food & Wine"
23671,1476702861,History
23672,8131603954,Religion & Spirituality
23673,078799717X,Computers & Technology
23674,899977952,"Health, Fitness & Dieting"
23675,399159231,Christian Books & Bibles
23676,64404781,Children's Books
23677,739051644,Humor & Entertainment
23678,1598887637,Reference
23679,618773436,History
23680,1941631487,Self-Help
23681,520203852,Reference
23682,1597266922,Arts & Photography
23683,1626981345,Christian Books & Bibles
23684,451418301,History
23685,871706555,Science & Math
23686,711234752,"Crafts, Hobbies & Home"
23687,078975567X,Computers & Technology
23688,307955796,Christian Books & Bibles
23689,1627792287,Humor & Entertainment
23690,743418247,"Health, Fitness & Dieting"
23691,1118982630,Business & Money
23692,692277080,Literature & Fiction
23693,470290633,Computers & Technology
23694,1412981190,Science & Math
23695,9814260347,"Crafts, Hobbies & Home"
23696,1583331689,"Health, Fitness & Dieting"
23697,1932662995,Business & Money
23698,761182381,History
23699,674573706,Religion & Spirituality
23700,834801159,"Crafts, Hobbies & Home"
23701,375424717,Politics & Social Sciences
23702,500290768,Science & Math
23703,980015626,Children's Books
23704,1517475902,"Cookbooks, Food & Wine"
23705,184310203X,"Health, Fitness & Dieting"
23706,688178383,Science & Math
23707,1490994718,Romance
23708,385521235,Literature & Fiction
23709,786497998,Self-Help
23710,1599551357,"Cookbooks, Food & Wine"
23711,78755840,"Health, Fitness & Dieting"
23712,1886910537,Teen & Young Adult
23713,822572737,Children's Books
23714,71395970,"Health, Fitness & Dieting"
23715,1770855246,Arts & Photography
23716,545093155,Children's Books
23717,1557883521,"Cookbooks, Food & Wine"
23718,802871283,Politics & Social Sciences
23719,198558244,Medical Books
23720,803949022,Politics & Social Sciences
23721,1439845212,Business & Money
23722,1596680407,"Crafts, Hobbies & Home"
23723,3540744169,Science & Math
23724,1585428272,"Health, Fitness & Dieting"
23725,1465031790,Calendars
23726,1435835662,Teen & Young Adult
23727,340415185,Religion & Spirituality
23728,801897750,"Health, Fitness & Dieting"
23729,816642168,Sports & Outdoors
23730,1930598459,Medical Books
23731,870051059,"Health, Fitness & Dieting"
23732,714859028,"Cookbooks, Food & Wine"
23733,1770985735,Calendars
23734,310328187,Christian Books & Bibles
23735,470127635,Business & Money
23736,71456880,Sports & Outdoors
23737,084006845X,Medical Books
23738,823036855,Arts & Photography
23739,415570298,Business & Money
23740,781813441,"Cookbooks, Food & Wine"
23741,1847978142,"Crafts, Hobbies & Home"
23742,1250049369,"Mystery, Thriller & Suspense"
23743,312661053,Teen & Young Adult
23744,148473274X,Children's Books
23745,740777130,Humor & Entertainment
23746,1780549067,Calendars
23747,736864830,Children's Books
23748,063123490X,Politics & Social Sciences
23749,133158314,Computers & Technology
23750,199651922,History
23751,763626341,Teen & Young Adult
23752,1562827693,Religion & Spirituality
23753,878422099,Science & Math
23754,1743604335,Children's Books
23755,1629143693,"Crafts, Hobbies & Home"
23756,1501115251,Humor & Entertainment
23757,253014875,History
23758,9814585777,Science & Math
23759,1610463064,Calendars
23760,810152339,Literature & Fiction
23761,1250025087,Parenting & Relationships
23762,1500555460,"Crafts, Hobbies & Home"
23763,964194104,Sports & Outdoors
23764,470738553,Sports & Outdoors
23765,1413319467,Business & Money
23766,471587338,Business & Money
23767,309059895,Medical Books
23768,982521839,History
23769,161564055X,Science & Math
23770,1937612813,"Health, Fitness & Dieting"
23771,1603749543,Christian Books & Bibles
23772,920470386,"Health, Fitness & Dieting"
23773,6074004455,Business & Money
23774,684813327,"Health, Fitness & Dieting"
23775,2551519,"Cookbooks, Food & Wine"
23776,1423101464,Children's Books
23777,1472809629,History
23778,1449358659,Computers & Technology
23779,3869306025,Arts & Photography
23780,764340581,"Crafts, Hobbies & Home"
23781,1937599159,Test Preparation
23782,873351657,Business & Money
23783,039916510X,Parenting & Relationships
23784,1578262240,"Health, Fitness & Dieting"
23785,884023923,History
23786,470412275,"Cookbooks, Food & Wine"
23787,1452144001,"Cookbooks, Food & Wine"
23788,394757688,"Mystery, Thriller & Suspense"
23789,307449408,Computers & Technology
23790,448479133,Children's Books
23791,691020523,Religion & Spirituality
23792,1435497066,Business & Money
23793,600574482,Engineering & Transportation
23794,1594711364,Arts & Photography
23795,810942372,Teen & Young Adult
23796,1857336631,Business & Money
23797,1499751044,"Cookbooks, Food & Wine"
23798,1481293621,Medical Books
23799,778746127,Children's Books
23800,62266934,Children's Books
23801,1622509196,Children's Books
23802,684850346,"Cookbooks, Food & Wine"
23803,553592319,Romance
23804,933405006,"Health, Fitness & Dieting"
23805,785830243,"Health, Fitness & Dieting"
23806,792372700,Engineering & Transportation
23807,1503055361,Self-Help
23808,385538030,Science Fiction & Fantasy
23809,097742510X,"Crafts, Hobbies & Home"
23810,787996831,Christian Books & Bibles
23811,157284177X,Arts & Photography
23812,1592238823,Humor & Entertainment
23813,375812970,Children's Books
23814,60826592,History
23815,1572483946,Law
23816,805096256,Children's Books
23817,1571745319,Parenting & Relationships
23818,1401899366,Test Preparation
23819,816016178,Teen & Young Adult
23820,1553376226,Teen & Young Adult
23821,823085767,Children's Books
23822,316897469,Sports & Outdoors
23823,B00ZKL4LAY,Sports & Outdoors
23824,1450590152,Business & Money
23825,803913710,Medical Books
23826,1107439671,Law
23827,043954324X,Children's Books
23828,764539698,Computers & Technology
23829,804139903,Medical Books
23830,1591864585,"Crafts, Hobbies & Home"
23831,393007855,Biographies & Memoirs
23832,786965630,Science Fiction & Fantasy
23833,1861089104,"Crafts, Hobbies & Home"
23834,802848370,Religion & Spirituality
23835,199349347,Politics & Social Sciences
23836,802120555,Biographies & Memoirs
23837,3709103843,Science & Math
23838,1572248912,Self-Help
23839,1934460796,Comics & Graphic Novels
23840,1888375353,Religion & Spirituality
23841,1849351724,Politics & Social Sciences
23842,595371019,Teen & Young Adult
23843,1594332452,Sports & Outdoors
23844,807077135,Religion & Spirituality
23845,761183612,Calendars
23846,273757091,Business & Money
23847,847902576X,"Health, Fitness & Dieting"
23848,316256501,Arts & Photography
23849,1442233257,Reference
23850,1422614727,"Cookbooks, Food & Wine"
23851,1601940076,Arts & Photography
23852,162438191X,Calendars
23853,205560997,"Health, Fitness & Dieting"
23854,737772026,Teen & Young Adult
23855,9063692536,Engineering & Transportation
23856,1848192568,"Health, Fitness & Dieting"
23857,374116172,Medical Books
23858,3836530465,Calendars
23859,1844766861,Engineering & Transportation
23860,684865475,Biographies & Memoirs
23861,161117371X,Law
23862,538695447,Business & Money
23863,1515275086,Humor & Entertainment
23864,1629560278,Business & Money
23865,310340845,Parenting & Relationships
23866,544225821,Teen & Young Adult
23867,1882424581,"Crafts, Hobbies & Home"
23868,73385077,Computers & Technology
23869,73511471,Business & Money
23870,1440218382,"Crafts, Hobbies & Home"
23871,1780192061,"Cookbooks, Food & Wine"
23872,133915387,Engineering & Transportation
23873,1884855520,Religion & Spirituality
23874,770435149,"Crafts, Hobbies & Home"
23875,970139802,Business & Money
23876,1569905118,Science & Math
23877,877287775,Humor & Entertainment
23878,1627310177,History
23879,822596911,Children's Books
23880,1607660075,"Health, Fitness & Dieting"
23881,199105650,Teen & Young Adult
23882,1592402496,Teen & Young Adult
23883,B00PUKZGDQ,Children's Books
23884,1937354091,"Health, Fitness & Dieting"
23885,847837386,"Crafts, Hobbies & Home"
23886,1419686623,"Crafts, Hobbies & Home"
23887,975876945,Sports & Outdoors
23888,080242189X,Christian Books & Bibles
23889,440406943,Children's Books
23890,1449465137,Calendars
23891,807847372,Business & Money
23892,737755733,"Health, Fitness & Dieting"
23893,156656770X,"Cookbooks, Food & Wine"
23894,965446115,Medical Books
23895,310876338,Christian Books & Bibles
23896,743287029,Romance
23897,872202186,Politics & Social Sciences
23898,345530950,Literature & Fiction
23899,1416576177,Law
23900,905203941,Arts & Photography
23901,393977927,Literature & Fiction
23902,1580238173,Religion & Spirituality
23903,312275676,Religion & Spirituality
23904,1612434436,"Cookbooks, Food & Wine"
23905,1845938089,Science & Math
23906,761110275,Teen & Young Adult
23907,1599413752,Law
23908,1890774693,Computers & Technology
23909,1580054846,Humor & Entertainment
23910,615530605,Sports & Outdoors
23911,B0019CSU2S,"Health, Fitness & Dieting"
23912,1933110473,Romance
23913,1936747928,Sports & Outdoors
23914,1462112536,Christian Books & Bibles
23915,082231438X,"Crafts, Hobbies & Home"
23916,1426715900,Christian Books & Bibles
23917,B000X9ZASU,Christian Books & Bibles
23918,801860164,Politics & Social Sciences
23919,3319172778,"Health, Fitness & Dieting"
23920,451465857,Literature & Fiction
23921,1907372121,"Crafts, Hobbies & Home"
23922,1936749513,Children's Books
23923,1491419962,Children's Books
23924,184310850X,Parenting & Relationships
23925,60732792,Literature & Fiction
23926,1909457035,Humor & Entertainment
23927,139604367,Business & Money
23928,399225072,Children's Books
23929,425232123,Parenting & Relationships
23930,1414310633,Romance
23931,1579125549,Humor & Entertainment
23932,1423203100,Science & Math
23933,1908714018,Sports & Outdoors
23934,62383167,Business & Money
23935,1845204891,History
23936,300154283,Humor & Entertainment
23937,1476717109,"Mystery, Thriller & Suspense"
23938,1845078926,Children's Books
23939,671023934,Medical Books
23940,615637957,Science & Math
23941,314143491,Law
23942,1503386910,"Cookbooks, Food & Wine"
23943,031260808X,Literature & Fiction
23944,811846148,"Crafts, Hobbies & Home"
23945,1107622700,Children's Books
23946,486422518,Literature & Fiction
23947,1555602258,Science Fiction & Fantasy
23948,084002858X,Business & Money
23949,1403152594,Religion & Spirituality
23950,152024492,Children's Books
23951,767919521,History
23952,816066094,Teen & Young Adult
23953,1589975162,Christian Books & Bibles
23954,1577314220,Science & Math
23955,034543708X,Biographies & Memoirs
23956,306419793,Medical Books
23957,199551227,History
23958,1507505507,Romance
23959,77861426,Law
23960,500287910,History
23961,786032545,Biographies & Memoirs
23962,674064348,Law
23963,3527406018,Science & Math
23964,452284899,Humor & Entertainment
23965,811874907,Parenting & Relationships
23966,1482754401,Religion & Spirituality
23967,486227995,"Crafts, Hobbies & Home"
23968,1490436618,Medical Books
23969,1515182657,"Health, Fitness & Dieting"
23970,195673093,Religion & Spirituality
23971,198713274,Politics & Social Sciences
23972,312145543,"Mystery, Thriller & Suspense"
23973,486286541,Children's Books
23974,1580375685,Teen & Young Adult
23975,1632206226,"Health, Fitness & Dieting"
23976,1451675046,Comics & Graphic Novels
23977,3861878542,Comics & Graphic Novels
23978,873515056,Business & Money
23979,849372623,Science & Math
23980,738217557,Sports & Outdoors
23981,1943174024,Literature & Fiction
23982,1507808909,Science Fiction & Fantasy
23983,738737909,Humor & Entertainment
23984,957099312,"Health, Fitness & Dieting"
23985,1511697423,Business & Money
23986,877731039,Religion & Spirituality
23987,1590121929,"Crafts, Hobbies & Home"
23988,1118130731,Business & Money
23989,1934356360,Computers & Technology
23990,161001040X,History
23991,547647093,Teen & Young Adult
23992,761339663,Children's Books
23993,1467716235,Teen & Young Adult
23994,764585568,Literature & Fiction
23995,930298306,"Health, Fitness & Dieting"
23996,1608867676,Comics & Graphic Novels
23997,763673684,Teen & Young Adult
23998,1453830715,Christian Books & Bibles
23999,743410203,Children's Books
24000,1464404135,Children's Books
24001,1502741318,"Cookbooks, Food & Wine"
24002,805037357,Teen & Young Adult
24003,1910771333,Arts & Photography
24004,190945723X,Humor & Entertainment
24005,1580052746,"Health, Fitness & Dieting"
24006,1564774546,Calendars
24007,1491930896,Computers & Technology
24008,515154024,Science Fiction & Fantasy
24009,1624380301,Calendars
24010,1481962159,Teen & Young Adult
24011,133014150,Computers & Technology
24012,1508769958,"Cookbooks, Food & Wine"
24013,198166044,Humor & Entertainment
24014,1928080529,"Cookbooks, Food & Wine"
24015,802467539,Christian Books & Bibles
24016,141146950X,Humor & Entertainment
24017,1570762430,Arts & Photography
24018,700618694,Sports & Outdoors
24019,1631360191,Calendars
24020,764147978,Children's Books
24021,133942848,Engineering & Transportation
24022,3954972891,Humor & Entertainment
24023,205827098,Politics & Social Sciences
24024,786934352,Science Fiction & Fantasy
24025,72131454,Computers & Technology
24026,1466564997,Business & Money
24027,1505678811,"Crafts, Hobbies & Home"
24028,578169940,Business & Money
24029,1440069697,Religion & Spirituality
24030,903505355,"Crafts, Hobbies & Home"
24031,1426317212,Children's Books
24032,1493556770,"Health, Fitness & Dieting"
24033,073606771X,"Health, Fitness & Dieting"
24034,198736223,Law
24035,986267961,Parenting & Relationships
24036,762433086,Children's Books
24037,762781424,"Cookbooks, Food & Wine"
24038,1137452714,"Health, Fitness & Dieting"
24039,60926341,Parenting & Relationships
24040,375811206,Children's Books
24041,8124107149,Children's Books
